ID	log2fold	p	p.adj
ENSMUSG00000049288	3.6846363724	9.02144393411045E-005	0.0010038101
ENSMUSG00000025656	2.5276036483	0.000090545	0.0010069511
ENSMUSG00000024007	1.1963047151	9.06192296718606E-005	0.0010072397
ENSMUSG00000023272	1.1353502787	9.07265633292003E-005	0.0010078958
ENSMUSG00000031548	-2.3572512608	9.08415455837789E-005	0.0010086361
ENSMUSG00000041119	-6.6919874235	9.13948181111253E-005	0.0010142394
ENSMUSG00000000282	-0.8741501858	9.16693165041927E-005	0.0010167448
ENSMUSG00000074063	-2.1902817934	9.21448744802335E-005	0.0010214764
ENSMUSG00000040298	-2.3697778107	9.29876283966601E-005	0.0010300382
ENSMUSG00000050014	-1.5038792326	0.000093016	0.0010300382
ENSMUSG00000089838	1.8849905806	9.33535020240424E-005	0.0010332276
ENSMUSG00000017400	3.1957546576	9.3439892621894E-005	0.0010336355
ENSMUSG00000023571	1.3746672914	0.000093558	0.0010343932
ENSMUSG00000043004	-1.1690981224	9.40124032790416E-005	0.0010388669
ENSMUSG00000038970	-1.2131630706	9.4105166617848E-005	0.0010393415
ENSMUSG00000071658	4.078055351	9.41870624156438E-005	0.0010396956
ENSMUSG00000050650	7.0951214527	9.45375654184986E-005	0.0010424615
ENSMUSG00000036309	0.9539520788	9.44945666803926E-005	0.0010424615
ENSMUSG00000030255	2.3349694044	9.50126975105725E-005	0.0010471473
ENSMUSG00000035439	0.9617884321	9.67633016385307E-005	0.0010658779
ENSMUSG00000054675	2.2550804428	0.000096935	0.001067206
ENSMUSG00000110248	6.1735174028	9.75247419133827E-005	0.0010731322
ENSMUSG00000020309	1.6494364061	9.77790957276613E-005	0.0010753639
ENSMUSG00000034173	2.2272118877	9.80663370639789E-005	0.0010779547
ENSMUSG00000051043	-1.5982826734	9.8273294724682E-005	0.0010796607
ENSMUSG00000044024	-2.0624081024	9.83312520407089E-005	0.0010797289
ENSMUSG00000048677	-1.2804755468	9.90786088659487E-005	0.001087363
ENSMUSG00000027175	1.3823257542	9.93511765380186E-005	0.0010897811
ENSMUSG00000023965	-0.833102725	9.96525129992988E-005	0.001092512
ENSMUSG00000050103	-3.2237157372	9.97887148962958E-005	0.0010934307
ENSMUSG00000062081	1.6052121448	0.0001003001	0.0010984567
ENSMUSG00000063659	1.6204658271	0.0001008917	0.0011043561
ENSMUSG00000064289	1.0313156086	0.0001014606	0.0011100013
ENSMUSG00000020395	2.7809638833	0.0001017848	0.001112964
ENSMUSG00000102862	4.8755028615	0.0001022766	0.0011177563
ENSMUSG00000031969	-0.9629185979	0.0001026617	0.0011213778
ENSMUSG00000087370	-1.4187150139	0.0001031252	0.0011258507
ENSMUSG00000028514	-0.5644088579	0.0001033526	0.0011277435
ENSMUSG00000013822	1.1589136474	0.0001034785	0.0011285273
ENSMUSG00000032231	2.1407000167	0.0001035493	0.001128709
ENSMUSG00000038079	1.1082392866	0.0001046938	0.0011405888
ENSMUSG00000003863	5.8092484953	0.0001052778	0.0011463524
ENSMUSG00000022838	1.8403305571	0.000105422	0.0011467256
ENSMUSG00000062014	-1.1012976502	0.0001053805	0.0011467256
ENSMUSG00000022607	-1.3255546978	0.0001057884	0.0011501113
ENSMUSG00000029530	1.1713502663	0.0001058546	0.001150232
ENSMUSG00000036634	5.1890458432	0.0001062494	0.0011537182
ENSMUSG00000043541	2.1683365428	0.0001062861	0.0011537182
ENSMUSG00000032373	-6.6737295344	0.0001069014	0.0011597939
ENSMUSG00000028970	1.9351013333	0.0001073731	0.0011637461
ENSMUSG00000023262	-1.6226897028	0.0001073772	0.0011637461
ENSMUSG00000033436	1.2628627639	0.0001075865	0.001165409
ENSMUSG00000105245	5.8714768357	0.0001076977	0.0011656565
ENSMUSG00000085417	6.1713848447	0.0001077211	0.0011656565
ENSMUSG00000033732	-1.1095973153	0.0001086465	0.0011750567
ENSMUSG00000081534	-1.2372969677	0.0001087025	0.0011750567
ENSMUSG00000026915	-1.081859641	0.0001100621	0.0011891383
ENSMUSG00000103251	2.6448039265	0.0001108515	0.0011964275
ENSMUSG00000066258	-0.6299266339	0.0001108013	0.0011964275
ENSMUSG00000028743	-1.2272119977	0.0001118081	0.0012061285
ENSMUSG00000037966	1.4781751877	0.0001127245	0.0012153859
ENSMUSG00000029313	-1.2828590941	0.0001129733	0.0012174388
ENSMUSG00000036550	-1.4539100306	0.0001132536	0.0012198291
ENSMUSG00000025369	-1.0273507773	0.0001134344	0.0012211469
ENSMUSG00000001025	2.9335659155	0.0001138846	0.0012253604
ENSMUSG00000040836	-3.6834897703	0.0001142618	0.001228786
ENSMUSG00000003123	-0.9618649771	0.0001147094	0.001232963
ENSMUSG00000073608	6.7580718538	0.0001153174	0.0012388608
ENSMUSG00000042747	1.4609104694	0.0001155271	0.0012404743
ENSMUSG00000024563	-0.6750132808	0.0001156371	0.0012410167
ENSMUSG00000001855	-1.033982658	0.0001158122	0.0012422569
ENSMUSG00000047804	-1.5537178348	0.0001158856	0.0012424051
ENSMUSG00000092203	1.3826506785	0.0001163814	0.0012470807
ENSMUSG00000026755	0.844140713	0.0001166278	0.0012490791
ENSMUSG00000029004	0.8371914661	0.000117012	0.0012525512
ENSMUSG00000029312	1.3064580738	0.0001170792	0.0012526277
ENSMUSG00000038369	-1.1130815817	0.0001182077	0.0012640532
ENSMUSG00000090105	-1.8082981324	0.0001183262	0.001264672
ENSMUSG00000026239	1.1625706274	0.0001190722	0.0012719076
ENSMUSG00000057895	1.9747936426	0.0001191251	0.0012719076
ENSMUSG00000036698	-0.9803155626	0.000119271	0.0012728134
ENSMUSG00000029376	2.0756381476	0.0001193524	0.0012728478
ENSMUSG00000037171	5.8080848015	0.0001193962	0.0012728478
ENSMUSG00000089015	-2.4651800425	0.0001196518	0.0012749209
ENSMUSG00000024925	1.3517708857	0.0001199408	0.0012773478
ENSMUSG00000072621	2.4205189689	0.0001201351	0.0012787645
ENSMUSG00000019303	1.5792590145	0.000120449	0.0012814524
ENSMUSG00000024271	-0.8917837258	0.0001206173	0.0012825886
ENSMUSG00000025241	-0.9872123824	0.0001216473	0.0012928821
ENSMUSG00000028266	1.1935964101	0.000121801	0.001293857
ENSMUSG00000036873	0.7905512918	0.0001219301	0.0012945686
ENSMUSG00000106678	2.3949959145	0.000123101	0.0013063359
ENSMUSG00000030495	7.5203066455	0.0001233285	0.0013080842
ENSMUSG00000029470	1.8897474695	0.0001240896	0.0013148207
ENSMUSG00000045362	2.8230445932	0.0001240859	0.0013148207
ENSMUSG00000034845	-3.5688878004	0.0001248672	0.0013223884
ENSMUSG00000090019	2.0179792619	0.0001252457	0.0013253813
ENSMUSG00000035248	-1.2897583438	0.0001252769	0.0013253813
ENSMUSG00000112711	-2.7407920603	0.0001254249	0.0013262743
ENSMUSG00000020831	2.5116320736	0.0001263689	0.0013355799
ENSMUSG00000050232	2.2960197315	0.0001267451	0.0013388774
ENSMUSG00000056735	1.8732241046	0.00012759	0.0013471202
ENSMUSG00000106451	-5.4036973194	0.0001279255	0.0013499801
ENSMUSG00000011752	-0.4727485705	0.0001287362	0.0013578483
ENSMUSG00000020640	-0.7964299537	0.0001288636	0.0013585053
ENSMUSG00000025503	-0.9266619682	0.0001293939	0.0013634068
ENSMUSG00000064109	1.7109733954	0.0001297434	0.0013663993
ENSMUSG00000056529	2.1493442247	0.000130136	0.0013698427
ENSMUSG00000071716	-2.4513334673	0.0001306023	0.0013740575
ENSMUSG00000060477	-1.3585278035	0.0001309757	0.0013767259
ENSMUSG00000061728	-7.8369243488	0.0001310539	0.0013767259
ENSMUSG00000030647	1.2120698042	0.000131033	0.0013767259
ENSMUSG00000005803	1.9682727215	0.0001313477	0.0013784244
ENSMUSG00000024033	2.6864997026	0.0001313212	0.0013784244
ENSMUSG00000116540	5.3411657843	0.0001319534	0.0013840844
ENSMUSG00000033166	-1.2677630811	0.0001323018	0.0013870416
ENSMUSG00000043613	-5.8761255089	0.0001332269	0.0013960388
ENSMUSG00000021638	-2.704359261	0.0001333495	0.0013966213
ENSMUSG00000033191	-4.4316024298	0.0001336563	0.0013991329
ENSMUSG00000020029	-1.1514103543	0.0001337936	0.0013998673
ENSMUSG00000057193	-1.1755004291	0.0001340085	0.0014014133
ENSMUSG00000109110	-2.4830859739	0.0001345108	0.0014059608
ENSMUSG00000097164	-1.6287695782	0.0001351458	0.0014118912
ENSMUSG00000076499	5.8256347026	0.0001352278	0.0014120405
ENSMUSG00000028345	-1.0288436836	0.0001357525	0.0014168103
ENSMUSG00000065987	-4.204203877	0.0001360793	0.0014195114
ENSMUSG00000059195	-0.9426638874	0.00013623	0.0014203736
ENSMUSG00000029482	-1.29007826	0.0001365749	0.0014232582
ENSMUSG00000068798	0.9036313802	0.0001368188	0.001425088
ENSMUSG00000112442	7.1332358119	0.0001370049	0.0014263141
ENSMUSG00000047528	7.1745550717	0.0001377532	0.0014333889
ENSMUSG00000084399	2.2962305283	0.0001381943	0.0014372622
ENSMUSG00000024937	-1.2821057302	0.0001389167	0.0014440556
ENSMUSG00000027650	-1.3737356354	0.0001394822	0.0014492116
ENSMUSG00000040600	-6.949274471	0.0001396048	0.001449763
ENSMUSG00000036752	1.1524689553	0.0001398048	0.0014511177
ENSMUSG00000056537	-0.9866099101	0.0001418985	0.0014721178
ENSMUSG00000108599	3.9178214282	0.0001422599	0.0014745233
ENSMUSG00000024309	1.2151178943	0.0001422717	0.0014745233
ENSMUSG00000038188	3.5270138742	0.0001426876	0.0014766324
ENSMUSG00000018846	-1.0059044084	0.0001425846	0.0014766324
ENSMUSG00000021224	-1.4529768545	0.0001426812	0.0014766324
ENSMUSG00000020198	-0.9322958298	0.0001428924	0.0014780187
ENSMUSG00000068264	1.2476603144	0.000143364	0.0014821618
ENSMUSG00000001663	3.0402855731	0.0001444952	0.0014931171
ENSMUSG00000029458	-0.7316289504	0.0001447969	0.0014954938
ENSMUSG00000037406	6.5379482264	0.0001455193	0.0015022117
ENSMUSG00000066232	-1.0515287429	0.0001467258	0.0015139168
ENSMUSG00000110945	2.3157322102	0.0001471071	0.0015171015
ENSMUSG00000079852	6.7192872676	0.0001476523	0.0015207982
ENSMUSG00000036529	-1.063178991	0.0001476843	0.0015207982
ENSMUSG00000021048	-1.1505034102	0.0001476023	0.0015207982
ENSMUSG00000032454	-6.2315492394	0.0001477954	0.0015211912
ENSMUSG00000024619	-5.0178397195	0.0001479812	0.0015223526
ENSMUSG00000022787	1.0428237769	0.0001480556	0.0015223674
ENSMUSG00000026623	-0.7527576036	0.0001487715	0.001528975
ENSMUSG00000079071	5.565658167	0.0001502761	0.0015436781
ENSMUSG00000004798	-1.7140442122	0.0001504517	0.0015447215
ENSMUSG00000097636	1.6258618194	0.0001522176	0.0015620833
ENSMUSG00000029036	-0.9922384092	0.0001527366	0.0015666388
ENSMUSG00000016494	-2.6094815115	0.0001529462	0.0015680179
ENSMUSG00000015217	1.777139056	0.0001547149	0.0015853721
ENSMUSG00000057534	5.0397106892	0.0001551719	0.0015892746
ENSMUSG00000005503	8.3803221899	0.0001567867	0.0016050253
ENSMUSG00000102353	-1.5843125768	0.0001574088	0.0016106034
ENSMUSG00000057531	1.0553392273	0.0001576123	0.0016111047
ENSMUSG00000026116	-1.4846259882	0.0001575354	0.0016111047
ENSMUSG00000036875	-2.4094738202	0.0001579178	0.0016134369
ENSMUSG00000026687	-0.5768376349	0.000158627	0.0016198901
ENSMUSG00000019806	-0.8411152152	0.0001596567	0.0016296072
ENSMUSG00000042190	6.0360559339	0.0001613274	0.0016458551
ENSMUSG00000034501	1.2761626984	0.0001614842	0.0016466499
ENSMUSG00000022601	-1.4376829503	0.0001616222	0.0016472515
ENSMUSG00000030469	-1.851232988	0.0001631612	0.0016621253
ENSMUSG00000029119	-1.1867792972	0.0001640092	0.0016699486
ENSMUSG00000086652	2.163800527	0.0001648278	0.0016774642
ENSMUSG00000021091	-6.5007312464	0.0001650877	0.0016792903
ENSMUSG00000040236	-0.7651216363	0.0001657404	0.0016826483
ENSMUSG00000024792	1.0922467908	0.000165719	0.0016826483
ENSMUSG00000022217	1.3129729488	0.0001657115	0.0016826483
ENSMUSG00000032602	-1.0310690098	0.0001656994	0.0016826483
ENSMUSG00000002668	-0.9623158155	0.0001663575	0.0016880919
ENSMUSG00000062937	-0.9975321743	0.0001664946	0.0016886613
ENSMUSG00000057411	1.0317631342	0.0001668327	0.0016904473
ENSMUSG00000034226	-2.4373861011	0.0001668149	0.0016904473
ENSMUSG00000039298	-1.0690514617	0.0001669765	0.0016910832
ENSMUSG00000028011	6.795609949	0.0001673147	0.0016936861
ENSMUSG00000025195	-1.1585994219	0.0001684652	0.0017039108
ENSMUSG00000001588	-0.9834789766	0.0001684881	0.0017039108
ENSMUSG00000030403	-2.2171184429	0.0001694382	0.0017126887
ENSMUSG00000039693	3.4177477516	0.000169633	0.0017138271
ENSMUSG00000042988	5.6773598081	0.0001700207	0.001716913
ENSMUSG00000028255	-8.1489161204	0.0001720699	0.0017367652
ENSMUSG00000033285	-1.3809113455	0.0001728074	0.0017433658
ENSMUSG00000018537	2.2154943921	0.000173791	0.0017524415
ENSMUSG00000030189	0.7989592119	0.0001746008	0.0017597568
ENSMUSG00000066687	2.6061213806	0.0001754458	0.001766999
ENSMUSG00000089844	1.6433152087	0.0001754888	0.001766999
ENSMUSG00000010760	4.4009008349	0.0001765567	0.0017768943
ENSMUSG00000020430	-0.7916968249	0.000176658	0.0017770564
ENSMUSG00000040272	-1.1417489891	0.0001768223	0.0017778522
ENSMUSG00000001021	4.4856424633	0.0001779892	0.0017887228
ENSMUSG00000062797	1.1068389242	0.0001785238	0.001793232
ENSMUSG00000053702	2.5009714412	0.0001792629	0.0017989239
ENSMUSG00000053158	-1.2027215732	0.0001792305	0.0017989239
ENSMUSG00000029551	1.1341462439	0.0001798109	0.0018035554
ENSMUSG00000030309	1.6825541842	0.0001802969	0.0018075612
ENSMUSG00000026796	1.7532374753	0.0001807115	0.0018108472
ENSMUSG00000029777	-0.9981920133	0.000181075	0.0018134928
ENSMUSG00000039463	-0.9969984103	0.0001811494	0.0018134928
ENSMUSG00000026455	2.4329837887	0.0001812568	0.0018136985
ENSMUSG00000034931	-1.2964270581	0.0001813513	0.0018137742
ENSMUSG00000002728	0.9017854913	0.0001815762	0.0018151525
ENSMUSG00000028927	1.813653245	0.0001820286	0.0018188044
ENSMUSG00000086860	4.9722199577	0.000182512	0.0018227611
ENSMUSG00000040282	-0.953487736	0.0001828926	0.0018256881
ENSMUSG00000096846	3.1484065701	0.0001830809	0.0018266941
ENSMUSG00000048911	-1.667373487	0.0001833534	0.0018283495
ENSMUSG00000024457	-0.733595396	0.0001834221	0.0018283495
ENSMUSG00000086013	1.5555294314	0.0001835767	0.0018290163
ENSMUSG00000025225	0.8250678277	0.0001838221	0.0018297138
ENSMUSG00000045594	-0.7794316648	0.0001837943	0.0018297138
ENSMUSG00000053819	0.709913839	0.0001842658	0.001833256
ENSMUSG00000109429	-1.8381978678	0.0001850549	0.0018384764
ENSMUSG00000049491	-1.9387645738	0.0001849002	0.0018384764
ENSMUSG00000025821	-1.6467037093	0.0001849949	0.0018384764
ENSMUSG00000055172	-3.3491280764	0.0001854098	0.0018411259
ENSMUSG00000078249	1.7740288249	0.0001877769	0.0018637435
ENSMUSG00000103358	6.4127189171	0.0001880831	0.0018658949
ENSMUSG00000058542	1.8078549187	0.0001886419	0.0018705493
ENSMUSG00000001027	6.5267132341	0.0001897279	0.0018804241
ENSMUSG00000039701	-1.0028546658	0.0001912947	0.0018950524
ENSMUSG00000116660	7.3574990363	0.0001916663	0.0018978328
ENSMUSG00000035152	-0.9676549212	0.0001921938	0.0019021533
ENSMUSG00000037972	3.0164748096	0.0001923411	0.0019027088
ENSMUSG00000083237	-4.0002049602	0.0001937174	0.0019145082
ENSMUSG00000052713	-1.2024273165	0.0001936715	0.0019145082
ENSMUSG00000006498	-0.7491153073	0.0001943175	0.0019195292
ENSMUSG00000085995	-3.8613705572	0.000195486	0.0019301587
ENSMUSG00000055407	2.8867157534	0.0001956433	0.0019307979
ENSMUSG00000018740	1.8108777962	0.0001969141	0.0019422853
ENSMUSG00000060594	2.9743001166	0.0001969935	0.0019422853
ENSMUSG00000024949	-0.5599451548	0.0001984885	0.0019558929
ENSMUSG00000021254	-1.2504987349	0.0001985611	0.0019558929
ENSMUSG00000032336	-0.7407396751	0.0001991862	0.001961124
ENSMUSG00000021987	-1.2010806047	0.0001999212	0.0019674318
ENSMUSG00000074093	-3.2980099567	0.0002005004	0.0019722012
ENSMUSG00000104888	-7.0055237307	0.0002010894	0.0019770634
ENSMUSG00000024855	-1.2462650669	0.0002013483	0.0019786759
ENSMUSG00000018362	1.007108456	0.0002015372	0.0019795997
ENSMUSG00000038437	1.7020205964	0.0002022292	0.0019848257
ENSMUSG00000107666	3.9783415733	0.0002022595	0.0019848257
ENSMUSG00000110663	6.1552905912	0.0002028662	0.0019898441
ENSMUSG00000020334	1.3925076501	0.0002030189	0.0019904061
ENSMUSG00000109214	3.1337418995	0.0002033086	0.0019923096
ENSMUSG00000079180	-9.2672990144	0.0002039181	0.0019973445
ENSMUSG00000074886	-0.8702225508	0.0002052629	0.0020095724
ENSMUSG00000021108	-0.9746334636	0.0002056665	0.0020125803
ENSMUSG00000029998	-1.1765584978	0.0002058889	0.0020138115
ENSMUSG00000024066	-2.0188334225	0.0002073923	0.0020275655
ENSMUSG00000029096	-3.2705147988	0.000208463	0.0020370792
ENSMUSG00000041112	-1.3454318643	0.000208782	0.002039241
ENSMUSG00000018569	-2.3859660669	0.000209307	0.0020434125
ENSMUSG00000042268	5.0485880784	0.0002101863	0.0020510366
ENSMUSG00000114759	1.3353565987	0.0002108244	0.0020563018
ENSMUSG00000020773	-2.2113707259	0.0002110739	0.0020577732
ENSMUSG00000022091	2.3708208489	0.0002113816	0.0020598102
ENSMUSG00000086126	6.7300727026	0.0002125554	0.0020702814
ENSMUSG00000043873	5.9899622407	0.000213184	0.0020754356
ENSMUSG00000010663	-1.6446674403	0.000215125	0.0020933545
ENSMUSG00000021703	1.9736286663	0.0002153705	0.0020937909
ENSMUSG00000021815	2.8977032651	0.0002153686	0.0020937909
ENSMUSG00000097219	2.0507831636	0.0002167763	0.0021064765
ENSMUSG00000027776	6.2113252504	0.0002170318	0.0021079768
ENSMUSG00000026463	2.0128894607	0.000217794	0.0021143956
ENSMUSG00000107230	2.4261455523	0.0002196216	0.0021311471
ENSMUSG00000042208	-1.2698323545	0.00022029	0.0021366386
ENSMUSG00000087406	3.7025190008	0.0002243289	0.0021748021
ENSMUSG00000044906	-1.1427907086	0.000225911	0.0021891227
ENSMUSG00000030830	1.8040121051	0.0002282912	0.0022111602
ENSMUSG00000031778	1.3019443798	0.000228761	0.0022126289
ENSMUSG00000003923	0.8200677444	0.0002286023	0.0022126289
ENSMUSG00000073274	-2.8735137655	0.000228719	0.0022126289
ENSMUSG00000033114	-1.0496764851	0.0002292755	0.0022165777
ENSMUSG00000079057	-0.8812259438	0.0002295007	0.002216818
ENSMUSG00000022453	-0.7207279458	0.0002296191	0.002216818
ENSMUSG00000056076	-0.7225839012	0.0002295323	0.002216818
ENSMUSG00000040482	0.7868671956	0.0002300564	0.0022200124
ENSMUSG00000031766	1.7744465049	0.0002303424	0.0022217444
ENSMUSG00000024165	-0.6325743498	0.0002304968	0.0022222061
ENSMUSG00000062054	1.174269806	0.000230842	0.0022230288
ENSMUSG00000055313	7.3149629802	0.0002309018	0.0022230288
ENSMUSG00000049988	-1.3426384732	0.0002308358	0.0022230288
ENSMUSG00000096606	7.1009036703	0.0002326594	0.0022389175
ENSMUSG00000062203	-0.8109068366	0.000234871	0.0022581168
ENSMUSG00000038388	-1.3757739879	0.0002348184	0.0022581168
ENSMUSG00000020260	-0.6406191904	0.0002354175	0.0022623287
ENSMUSG00000042997	-1.60652698	0.0002356986	0.0022639867
ENSMUSG00000038332	1.3292626549	0.0002372568	0.0022779052
ENSMUSG00000024227	6.9574196507	0.000238421	0.0022880302
ENSMUSG00000026573	3.4053349938	0.0002397482	0.0022997085
ENSMUSG00000046062	-1.0464660004	0.0002411126	0.0023117336
ENSMUSG00000020377	-1.2477233409	0.0002415057	0.0023144392
ENSMUSG00000059895	0.9337586317	0.0002416992	0.0023152293
ENSMUSG00000030960	1.0312668359	0.0002421485	0.0023184689
ENSMUSG00000030788	-1.2678912897	0.000242757	0.0023232294
ENSMUSG00000061958	-8.3769518184	0.0002444057	0.0023379349
ENSMUSG00000094619	5.7917818232	0.0002447379	0.0023400278
ENSMUSG00000082902	6.2024062784	0.0002448488	0.0023400278
ENSMUSG00000030124	2.2296321878	0.0002450471	0.002340851
ENSMUSG00000102352	-3.2409835446	0.0002452151	0.0023413838
ENSMUSG00000001891	-0.6311458922	0.0002456971	0.0023449125
ENSMUSG00000110235	2.9436218937	0.0002462444	0.0023490616
ENSMUSG00000021069	-1.374391477	0.0002465395	0.0023497273
ENSMUSG00000042042	-1.4362931091	0.0002465001	0.0023497273
ENSMUSG00000030036	-0.8521780098	0.000247493	0.0023577383
ENSMUSG00000039457	4.0980833416	0.0002477063	0.0023586933
ENSMUSG00000030785	4.590708138	0.0002482061	0.0023623738
ENSMUSG00000082141	3.6322573764	0.0002494838	0.0023734522
ENSMUSG00000061751	3.7380594633	0.0002522188	0.0023983776
ENSMUSG00000020790	-1.5929111649	0.0002529209	0.0024039586
ENSMUSG00000020549	-0.8679102752	0.0002531594	0.00240513
ENSMUSG00000073705	1.0713550639	0.0002539896	0.0024119184
ENSMUSG00000028637	3.397337085	0.0002555757	0.002425876
ENSMUSG00000021728	-1.5464256547	0.0002561574	0.0024302916
ENSMUSG00000030530	-1.1156549167	0.0002564797	0.002432244
ENSMUSG00000039209	2.7649713223	0.0002566865	0.0024330992
ENSMUSG00000076475	6.0079879035	0.0002569271	0.0024342733
ENSMUSG00000061360	1.0565265158	0.0002582258	0.0024454675
ENSMUSG00000021000	-1.213093916	0.0002587207	0.0024490425
ENSMUSG00000074695	4.2712271541	0.0002591913	0.0024512726
ENSMUSG00000018921	-1.1125549144	0.000259115	0.0024512726
ENSMUSG00000070407	-1.9839329254	0.0002595287	0.0024533515
ENSMUSG00000045662	5.4123289478	0.0002607447	0.0024637306
ENSMUSG00000070501	2.5697309106	0.0002619422	0.0024739247
ENSMUSG00000017478	-0.7995702558	0.0002654608	0.002506022
ENSMUSG00000067642	3.0941286418	0.0002664155	0.0025138968
ENSMUSG00000052296	-1.1311757322	0.0002683435	0.0025309449
